topology,seed,scenario,mode,steps,J_initial,D_initial,J_after_update_1,J_final,D_after_update_1,D_final,stress_final,J_mean,D_mean,stress_mean,movement_total,max_abs_x,max_abs_v
star,5,partial,gated,2100,0.07165394160432657,0.0009566742769920872,0.7241957124967064,5.051217177384249,0.06329998050414032,1.6159360220196572,0.35,5.043668764433861,1.612420052751041,0.350046478175496,13.59177171513924,1.0,0.12
star,6,zero,standard,2100,0.10268073995133002,0.0014834343273754695,1.269403687280023,2.1681037665090255,0.16291839996471577,0.12965431552824308,0.0,2.0892093807992422,0.13000915820453116,0.0,733.2026961890617,0.3059061164339779,0.12
star,6,zero,gated,2100,0.10268073995133002,0.0014834343273754695,0.07157161876063632,1.124901247137793e-297,0.0007239080453150435,0.0,0.0,0.00010514043065395377,6.374886767656392e-07,0.0,0.10268310669454471,0.01755406458877785,0.007313741927500801
star,6,partial,standard,2100,0.10268073995133002,0.0014834343273754695,1.1997293234140425,4.932763741514023,0.09771593578529891,2.3176329003193215,0.34999999999999987,4.909565834312333,2.3706008340130382,0.35005425998587725,418.57546751535176,1.0,0.12
star,6,partial,gated,2100,0.10268073995133002,0.0014834343273754695,0.6984999212620221,5.0512171773842205,0.03381160723840648,1.6159360220196683,0.34999999999999987,5.042384621643511,1.612475670574442,0.35004990691855165,13.814917414023157,1.0,0.12
star,7,zero,standard,2100,0.06761559336334363,0.0008284959560554987,1.2264044225400617,1.432748996681973,0.060427526940571824,0.12965431552824308,0.0,2.090028664711863,0.12967180654895097,0.0,1151.962036067009,0.3173086119019487,0.12
star,7,zero,gated,2100,0.06761559336334363,0.0008284959560554987,0.047368092135362944,7.701980006626543e-298,0.0004027408689044521,0.0,0.0,7.025215591302934e-05,3.5408953625202404e-07,0.0,0.06798326355205025,0.012193218294173544,0.005354024769280664
star,7,partial,standard,2100,0.06761559336334363,0.0008284959560554987,1.2264044225400617,5.051217177384246,0.060427526940571824,1.615936022019666,0.35,5.045631021722025,1.6120764310165616,0.35003174072974186,7.609764398554193,1.0,0.12
star,7,partial,gated,2100,0.06761559336334363,0.0008284959560554987,0.7477942351747597,5.051217177384235,0.07052136665702066,1.6159360220196715,0.34999999999999987,5.0436719726373225,1.6124059854954946,0.3500461531609678,14.276868596199465,1.0,0.12
star,8,zero,standard,2100,0.14925774357580515,0.002607961830332037,1.3474336492434087,2.077973416854407,0.17447228491595462,0.12965431552824308,0.0,2.089321499013912,0.13004978160350983,0.0,926.8706277190165,0.3067335544078483,0.12
